GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30
Id,Id2,Geography,Total; Estimate; Population 5 years and over,Total; Margin of Error; Population 5 years and over,"Percent of specified language speakers  - Speak English ""very well""; Estimate; Population 5 years and over","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; Population 5 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; Population 5 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; Population 5 years and over",Total; Estimate; Speak only English,Total; Margin of Error; Speak only English,"Percent of specified language speakers  - Speak English ""very well""; Estimate; Speak only English","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; Speak only English","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; Speak only English","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; Speak only English",Total; Estimate; Speak a language other than English,Total; Margin of Error; Speak a language other than English,"Percent of specified language speakers  - Speak English ""very well""; Estimate; Speak a language other than English","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; Speak a language other than English","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; Speak a language other than English","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; Speak a language other than English",Total; Estimate; Speak a language other than English - Spanish or Spanish Creole,Total; Margin of Error; Speak a language other than English - Spanish or Spanish Creole,"Percent of specified language speakers  - Speak English ""very well""; Estimate; Speak a language other than English - Spanish or Spanish Creole","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; Speak a language other than English - Spanish or Spanish Creole","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; Speak a language other than English - Spanish or Spanish Creole","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; Speak a language other than English - Spanish or Spanish Creole",Total; Estimate; Speak a language other than English - Other Indo-European languages,Total; Margin of Error; Speak a language other than English - Other Indo-European languages,"Percent of specified language speakers  - Speak English ""very well""; Estimate; Speak a language other than English - Other Indo-European languages","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; Speak a language other than English - Other Indo-European languages","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; Speak a language other than English - Other Indo-European languages","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; Speak a language other than English - Other Indo-European languages",Total; Estimate; Speak a language other than English - Asian and Pacific Island languages,Total; Margin of Error; Speak a language other than English - Asian and Pacific Island languages,"Percent of specified language speakers  - Speak English ""very well""; Estimate; Speak a language other than English - Asian and Pacific Island languages","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; Speak a language other than English - Asian and Pacific Island languages","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; Speak a language other than English - Asian and Pacific Island languages","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; Speak a language other than English - Asian and Pacific Island languages",Total; Estimate; Speak a language other than English - Other languages,Total; Margin of Error; Speak a language other than English - Other languages,"Percent of specified language speakers  - Speak English ""very well""; Estimate; Speak a language other than English - Other languages","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; Speak a language other than English - Other languages","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; Speak a language other than English - Other languages","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; Speak a language other than English - Other languages",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 5-17 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 5-17 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 5-17 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 5-17 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 18-64 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 18-64 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 18-64 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 18-64 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 65 years and over,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 65 years and over,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 65 years and over","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 65 years and over",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 5-17 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 5-17 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 5-17 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 5-17 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 18-64 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 18-64 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 18-64 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 18-64 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 65 years and over,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 65 years and over,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 65 years and over","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 65 years and over",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 5-17 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 5-17 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 5-17 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 5-17 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 18-64 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 18-64 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 18-64 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 18-64 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 65 years and over,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 65 years and over,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 65 years and over","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 65 years and over",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 5-17 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 5-17 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 5-17 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 5-17 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 18-64 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 18-64 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 18-64 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 18-64 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 65 years and over,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 65 years and over,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 65 years and over","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 65 years and over",Total; Estimate; PERCENT IMPUTED - Language status,Total; Margin of Error; PERCENT IMPUTED - Language status,"Percent of specified language speakers  - Speak English ""very well""; Estimate; PERCENT IMPUTED - Language status","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; PERCENT IMPUTED - Language status","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; PERCENT IMPUTED - Language status","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; PERCENT IMPUTED - Language status",Total; Estimate; PERCENT IMPUTED - Language status (speak a language other than English),Total; Margin of Error; PERCENT IMPUTED - Language status (speak a language other than English),"Percent of specified language speakers  - Speak English ""very well""; Estimate; PERCENT IMPUTED - Language status (speak a language other than English)","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; PERCENT IMPUTED - Language status (speak a language other than English)","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; PERCENT IMPUTED - Language status (speak a language other than English)","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; PERCENT IMPUTED - Language status (speak a language other than English)",Total; Estimate; PERCENT IMPUTED - Ability to speak English,Total; Margin of Error; PERCENT IMPUTED - Ability to speak English,"Percent of specified language speakers  - Speak English ""very well""; Estimate; PERCENT IMPUTED - Ability to speak English","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; PERCENT IMPUTED - Ability to speak English","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; PERCENT IMPUTED - Ability to speak English","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; PERCENT IMPUTED - Ability to speak English"
0500000US42001,42001,"Adams County, Pennsylvania",N,N,N,N,N,N,N,N,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.2,(X),(X),(X),(X),(X),2.2,(X),(X),(X),(X),(X),4.9,(X),(X),(X),(X),(X)
0500000US42003,42003,"Allegheny County, Pennsylvania",1160021,287,98.1,0.3,1.9,0.3,93.5,0.4,(X),(X),(X),(X),6.5,0.4,71.4,3.5,28.6,3.5,1.2,0.2,73.7,7.3,26.3,7.3,3.3,0.3,72.0,5.2,28.0,5.2,1.6,0.2,66.9,6.6,33.1,6.6,0.4,0.1,76.7,12.3,23.3,12.3,14399,2231,73.7,7.3,26.3,7.3,2684,809,87.8,8.5,12.2,8.5,10568,1959,68.8,9.2,31.2,9.2,1147,476,86.1,14.7,13.9,14.7,38353,3359,72.0,5.2,28.0,5.2,4461,1071,67.0,18.9,33.0,18.9,25505,2597,75.9,5.7,24.1,5.7,8387,1263,62.8,6.3,37.2,6.3,18236,2498,66.9,6.6,33.1,6.6,1332,636,90.5,9.5,9.5,9.5,15820,2312,65.8,7.1,34.2,7.1,1084,393,54.0,24.7,46.0,24.7,4382,1566,76.7,12.3,23.3,12.3,1059,891,68.3,33.5,31.7,33.5,2813,917,77.4,12.4,22.6,12.4,510,312,90.2,16.3,9.8,16.3,4.1,(X),(X),(X),(X),(X),4.1,(X),(X),(X),(X),(X),5.9,(X),(X),(X),(X),(X)
0500000US42005,42005,"Armstrong County, Pennsylvania",N,N,N,N,N,N,N,N,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.2,(X),(X),(X),(X),(X),0.0,(X),(X),(X),(X),(X),18.6,(X),(X),(X),(X),(X)
0500000US42007,42007,"Beaver County, Pennsylvania",N,N,N,N,N,N,N,N,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6.5,(X),(X),(X),(X),(X),11.5,(X),(X),(X),(X),(X),16.7,(X),(X),(X),(X),(X)
0500000US42011,42011,"Berks County, Pennsylvania",386674,5,93.2,0.7,6.8,0.7,83.0,0.9,(X),(X),(X),(X),17.0,0.9,59.9,3.6,40.1,3.6,12.6,0.7,57.6,4.3,42.4,4.3,3.3,0.6,75.8,5.8,24.2,5.8,0.9,0.2,34.0,14.5,66.0,14.5,0.3,0.2,56.9,33.9,43.1,33.9,48637,2557,57.6,4.3,42.4,4.3,13719,1745,81.3,5.9,18.7,5.9,33048,1733,49.6,5.2,50.4,5.2,1870,357,23.6,13.3,76.4,13.3,12917,2333,75.8,5.8,24.2,5.8,2135,856,96.2,6.2,3.8,6.2,6514,1444,71.3,9.2,28.7,9.2,4268,952,72.5,9.0,27.5,9.0,3318,891,34.0,14.5,66.0,14.5,575,307,68.5,35.6,31.5,35.6,2411,714,29.6,12.0,70.4,12.0,332,361,6.0,16.9,94.0,16.9,1029,656,56.9,33.9,43.1,33.9,0,246,-,**,-,**,964,644,54.0,35.3,46.0,35.3,65,107,100.0,76.3,0.0,76.3,2.6,(X),(X),(X),(X),(X),1.3,(X),(X),(X),(X),(X),2.6,(X),(X),(X),(X),(X)
0500000US42013,42013,"Blair County, Pennsylvania",120186,223,N,N,N,N,96.6,0.8,(X),(X),(X),(X),3.4,0.8,N,N,N,N,1.0,0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1246,406,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3.0,(X),(X),(X),(X),(X),2.0,(X),(X),(X),(X),(X),6.7,(X),(X),(X),(X),(X)
0500000US42017,42017,"Bucks County, Pennsylvania",591542,2,96.2,0.4,3.8,0.4,89.3,0.8,(X),(X),(X),(X),10.7,0.8,64.5,4.1,35.5,4.1,2.8,0.3,53.9,7.3,46.1,7.3,5.6,0.7,71.1,4.8,28.9,4.8,2.0,0.3,60.3,8.3,39.7,8.3,0.3,0.1,69.0,20.2,31.0,20.2,16766,2062,53.9,7.3,46.1,7.3,2667,916,66.7,19.2,33.3,19.2,13383,1600,49.2,8.0,50.8,8.0,716,491,94.4,8.6,5.6,8.6,33204,4184,71.1,4.8,28.9,4.8,5417,1481,89.2,7.5,10.8,7.5,22161,3091,71.9,5.6,28.1,5.6,5626,1275,50.2,11.8,49.8,11.8,11575,1778,60.3,8.3,39.7,8.3,1793,810,75.0,21.7,25.0,21.7,8512,1450,60.0,9.4,40.0,9.4,1270,340,41.4,20.3,58.6,20.3,1648,700,69.0,20.2,31.0,20.2,73,122,100.0,72.0,0.0,72.0,1458,629,68.4,23.6,31.6,23.6,117,139,57.3,57.3,42.7,57.3,2.5,(X),(X),(X),(X),(X),2.1,(X),(X),(X),(X),(X),3.0,(X),(X),(X),(X),(X)
